asin,category 1, rank 1, category 2, rank 2, category 3, rank 3
B086L6ZGXL
B07P79C1Q6,home_garden_display_on_website,359424,3732341,5327
B071ZQFBJC,home_garden_display_on_website,210212,684541011,1671
B0874NVHJK,kitchen_display_on_website,107522,3742001,1159
B086YB79LC,home_garden_display_on_website,202454,684541011,1617
B01KZRZMZU,home_garden_display_on_website,39709,684541011,384
B086YXGQT9,home_garden_display_on_website,280362,684541011,2335
B086YT5LR7,home_garden_display_on_website,911082,684541011,9066
B07GZ861XX,home_garden_display_on_website,4562581,684541011,56174
B07MPQ46PX,home_garden_display_on_website,4562581,684541011,56174
B07TJTHX9Z,home_garden_display_on_website,64891,1063242,231
B0779L7CYG,home_garden_display_on_website,39709,684541011,384
B086YSTL5R,home_garden_display_on_website,202454,684541011,1617
B07Z3BPLMP,home_garden_display_on_website,1151246,684541011,11672
B086MJGGN7,home_garden_display_on_website,2126599,684541011,23290
B086YXCNYS,home_garden_display_on_website,613185,684541011,5796
B086Z1NLKV,home_garden_display_on_website,2280480,684541011,25232
B086MK2C29,home_garden_display_on_website,432950,3732341,6463
B07P6C7T1W,home_garden_display_on_website,314419,3732341,4618
B086YJGQ4Y,home_garden_display_on_website,202454,684541011,1617
B086YTJH9M,home_garden_display_on_website,911082,684541011,9066
B077J1Z3NY,home_garden_display_on_website,537940,1063242,1376
B086S2QVYH,home_garden_display_on_website,1319813,684541011,13614
B07YZPB46C,kitchen_display_on_website,65556,3742021,629
B07P5ZL7TL,kitchen_display_on_website,67647,3742021,652
B0779L8VW8,home_garden_display_on_website,892010,1063242,2287
B079V28FFJ,home_garden_display_on_website,242677,14058581,1303
B0779NBKC6,home_garden_display_on_website,892010,1063242,2287
B07CJSZQ2B,home_garden_display_on_website,503952,684541011,4653
B07M77SV89,home_garden_display_on_website,4562581,684541011,56174
B07P8M4T9Z,home_garden_display_on_website,917059,684541011,9143
B0779K51CR,home_garden_display_on_website,892010,1063242,2287
B074WHWSGM,kitchen_display_on_website,169476,3742021,1864
B01CA3BNK0,home_garden_display_on_website,121984,1063242,383
B0874LLLMP,kitchen_display_on_website,108555,3742001,1174
B076Y35RVQ,kitchen_display_on_website,62844,3742021,590
B07YZL4FD8,kitchen_display_on_website,65556,3742021,629
B07Z23PPN3,home_garden_display_on_website,572333,684541011,5406
B07F3GDPDC,home_garden_display_on_website,82615,684541011,728
B086MT9B7H,home_garden_display_on_website,1084882,1063242,2854
B074WJ8WMS,home_garden_display_on_website,41795,3735831,52
B07KPYNH8L,home_garden_display_on_website,1176617,1063242,3108
B07CL7B6F3,home_garden_display_on_website,2370458,684541011,26343
B07BDY9NNP,home_garden_display_on_website,385433,1063242,985
B07M77MPC7,home_garden_display_on_website,4562581,684541011,56174
B086MF5S36,home_garden_display_on_website,246383,684541011,2006
B01NCNWE4D,home_garden_display_on_website,98714,684541011,844
B086YYYJVL,home_garden_display_on_website,280362,684541011,2335
B086YZSBQK,home_garden_display_on_website,280362,684541011,2335
B086YM6WDZ,home_garden_display_on_website,547277,684541011,5143
B086YCM2KH,home_garden_display_on_website,201669,684541011,1613
B086Z3XJTF
B01CA3EJH4,home_garden_display_on_website,121984,1063242,383
B0874MFHRP,kitchen_display_on_website,107522,3742001,1159
B07CL73HWD,home_garden_display_on_website,961009,684541011,9643
B07CJK73ZV,home_garden_display_on_website,1424444,684541011,14809
B086Z3XB6H
B086Z12KFY,home_garden_display_on_website,1503842,684541011,15815
B00BS81QZ6,home_garden_display_on_website,373773,1063242,958
B074WHRYKD,home_garden_display_on_website,82615,684541011,728
B086Z3MPY1
B01CA3UUCC,home_garden_display_on_website,22307,1063242,108
B07CL7NXQ8,home_garden_display_on_website,961009,684541011,9643
B071ZZCJKH,home_garden_display_on_website,98714,684541011,844
B079YBVLXM,home_garden_display_on_website,121984,1063242,383
B07Z1VMWQX,home_garden_display_on_website,1733917,1063242,4779
B079TXDLZ3,home_garden_display_on_website,242677,14058581,1303
B06X1981DQ,home_garden_display_on_website,1084154,684541011,10941
B07TLX54ZF,home_garden_display_on_website,22307,1063242,108
B086YG1NKZ,home_garden_display_on_website,201669,684541011,1613
B077J27699,home_garden_display_on_website,537940,1063242,1376
B086YDTW1M,home_garden_display_on_website,202454,684541011,1617
B086YY3J5V,home_garden_display_on_website,787457,3735831,776
B0779GS3JJ,home_garden_display_on_website,892010,1063242,2287
B07G7B4VRY,home_garden_display_on_website,4562581,684541011,56174
B07BDZ7VYM,home_garden_display_on_website,1958254,1063242,5503
B086YXNND1,home_garden_display_on_website,787457,3735831,776
B086M97NJH
B086YB6877,home_garden_display_on_website,202454,684541011,1617
B06W9NPR2F,home_garden_display_on_website,312894,684541011,2658
B0779JGT7Z,home_garden_display_on_website,892010,1063242,2287
B086Z3GJ1D,home_garden_display_on_website,1503842,684541011,15815
B07CL7G4ZR,home_garden_display_on_website,445111,684541011,4000
B07XPBTKNG
B07TLWQLS9,home_garden_display_on_website,121984,1063242,383
B07XPCXGNM
B086Z3CDSS,home_garden_display_on_website,2280480,684541011,25232
